,pincode,state,latitude,longitude
578,415022,Maharashtra,17.7335,73.903
579,415023,Maharashtra,17.716,74.3973
580,415101,Maharashtra,16.9222,73.8497
581,415102,Maharashtra,17.4512,74.5509
582,415103,Maharashtra,17.2383,74.0432
583,415104,Maharashtra,17.1975,74.1467
584,415105,Maharashtra,17.3229,74.2458
585,415106,Maharashtra,17.4244,74.1889
586,415107,Maharashtra,17.4998,74.1534
587,415108,Maharashtra,17.1815,74.2368
588,415109,Maharashtra,17.4174,74.0734
589,415110,Maharashtra,17.3263,74.1996
590,415111,Maharashtra,17.1546,74.0572
591,415112,Maharashtra,17.2153,73.9255
592,415114,Maharashtra,17.3078,74.0852
593,415115,Maharashtra,17.3553,74.1778
594,415116,Maharashtra,17.4982,74.2413
595,415118,Maharashtra,17.1531,74.1096
596,415120,Maharashtra,17.37,74.0631
597,415122,Maharashtra,17.2409,74.1214
598,415124,Maharashtra,17.2698,74.196
599,415202,Maharashtra,17.9322,73.341
600,415203,Maharashtra,17.9777,73.2566
601,415205,Maharashtra,17.352,73.9785
602,415206,Maharashtra,17.3859,73.8422
603,415207,Maharashtra,17.4044,73.7478
604,415208,Maharashtra,17.964,73.1237
605,415209,Maharashtra,17.3029,74.0286
606,415210,Maharashtra,17.3343,73.8515
607,415211,Maharashtra,17.2977,73.9504
608,415212,Maharashtra,17.2953,73.9918
609,415213,Maharashtra,18.066,73.3152
610,415214,Maharashtra,18.0401,73.2248
611,415301,Maharashtra,17.4282,74.8917
612,415302,Maharashtra,17.1442,74.306
613,415303,Maharashtra,17.1913,74.3444
614,415304,Maharashtra,17.3229,74.31
615,415305,Maharashtra,17.2898,74.3951
616,415306,Maharashtra,17.3074,74.8829
617,415307,Maharashtra,17.2378,74.7686
618,415308,Maharashtra,17.3532,74.7673
619,415309,Maharashtra,17.3381,74.6634
620,415310,Maharashtra,17.3907,74.5705
621,415311,Maharashtra,17.2725,74.5362
622,415312,Maharashtra,17.4528,74.6484
623,415313,Maharashtra,17.1244,74.3552
624,415315,Maharashtra,17.536,74.9099
625,415401,Maharashtra,16.9699,74.2089
626,415402,Maharashtra,17.0062,74.0141
627,415403,Maharashtra,16.9941,74.278
628,415404,Maharashtra,17.1292,74.2118
629,415405,Maharashtra,17.079,73.9721
630,415406,Maharashtra,17.0969,74.2097
631,415407,Maharashtra,17.032,74.1872
632,415408,Maharashtra,17.0052,74.0819
633,415409,Maharashtra,17.0474,74.2863
634,415410,Maharashtra,17.0916,74.1275
635,415411,Maharashtra,16.9278,74.2858
636,415412,Maharashtra,16.9198,74.1694
637,415413,Maharashtra,17.0863,74.3363
638,415414,Maharashtra,17.1133,74.28
639,415415,Maharashtra,17.1965,73.7933
640,415416,Maharashtra,16.93,74.1014
641,415417,Maharashtra,16.9185,74.2356
642,415418,Maharashtra,16.9283,74.1259
643,415501,Maharashtra,17.7033,74.1871
644,415502,Maharashtra,17.6894,74.308
645,415503,Maharashtra,17.7668,74.3232
646,415504,Maharashtra,17.8315,74.2862
647,415505,Maharashtra,17.6504,74.3577
648,415506,Maharashtra,17.5874,74.4613
649,415507,Maharashtra,17.5459,74.5482
650,415508,Maharashtra,17.7741,74.5513
651,415509,Maharashtra,17.5974,74.7737
652,415510,Maharashtra,17.5376,74.3291
653,415511,Maharashtra,17.574,74.2176
654,415512,Maharashtra,17.4658,74.3183
655,415513,Maharashtra,17.8568,73.9468
656,415514,Maharashtra,17.8424,73.8819
657,415515,Maharashtra,17.8988,73.994
658,415516,Maharashtra,17.9736,73.9946
659,415517,Maharashtra,17.5713,73.778
660,415518,Maharashtra,17.5316,74.1003
661,415519,Maharashtra,17.5587,74.0317
662,415520,Maharashtra,17.4122,73.9915
663,415521,Maharashtra,18.0119,74.175
664,415522,Maharashtra,18.0587,74.3494
665,415523,Maharashtra,17.9527,74.4898
666,415524,Maharashtra,17.8669,74.1434
667,415525,Maharashtra,17.936,74.0692
668,415526,Maharashtra,18.1073,74.0765
669,415527,Maharashtra,17.5909,74.3548
670,415528,Maharashtra,18.0182,74.2944
671,415529,Maharashtra,17.9146,73.9486
672,415530,Maharashtra,17.8432,74.0211
673,415536,Maharashtra,17.9931,73.9627
674,415537,Maharashtra,17.914,74.2493
675,415538,Maharashtra,17.4348,74.4408
676,415539,Maharashtra,17.181,74.1699
677,415540,Maharashtra,17.6469,74.6296
678,415601,Maharashtra,17.4273,73.6676
679,415602,Maharashtra,17.4362,73.6142
680,415603,Maharashtra,17.4854,73.6457
681,415604,Maharashtra,17.5362,73.6388
682,415605,Maharashtra,17.5277,73.5212
683,415606,Maharashtra,17.3922,73.5648
684,415607,Maharashtra,17.3114,73.6147
685,415608,Maharashtra,17.2793,73.4916
686,415609,Maharashtra,17.2662,73.5708
687,415610,Maharashtra,17.2143,73.6404
688,415611,Maharashtra,17.1799,73.5613
689,415612,Maharashtra,16.9825,73.3549
690,415613,Maharashtra,17.2739,73.2827
691,415614,Maharashtra,17.2681,73.2304
692,415615,Maharashtra,17.1602,73.2896
693,415616,Maharashtra,16.8786,73.3463
694,415617,Maharashtra,17.0941,73.3571
695,415619,Maharashtra,17.0083,73.436
696,415620,Maharashtra,17.1732,73.3569
697,415621,Maharashtra,17.7759,73.4644
698,415626,Maharashtra,16.7956,73.352
699,415628,Maharashtra,17.5377,73.4165
700,415629,Maharashtra,17.0585,73.2997
701,415634,Maharashtra,17.5434,73.1749
702,415637,Maharashtra,17.1231,73.4755
703,415639,Maharashtra,17.0561,73.4207
704,415640,Maharashtra,17.8429,73.4134
705,415641,Maharashtra,17.3248,73.4293
706,415643,Maharashtra,16.7838,73.6453
707,415701,Maharashtra,17.4307,73.4256
708,415702,Maharashtra,17.4795,73.3641
709,415703,Maharashtra,17.4274,73.2805
710,415704,Maharashtra,17.4416,73.2086
711,415705,Maharashtra,17.4083,73.1983
712,415706,Maharashtra,17.5947,73.2133
713,415708,Maharashtra,17.6527,73.4968
714,415709,Maharashtra,17.7255,73.3843
715,415710,Maharashtra,17.7381,73.317
716,415711,Maharashtra,17.653,73.2945
717,415712,Maharashtra,17.7695,73.2128
718,415713,Maharashtra,17.7899,73.1352
719,415714,Maharashtra,17.8652,73.1118
720,415715,Maharashtra,17.7583,73.6377
721,415716,Maharashtra,17.8544,73.3263
722,415717,Maharashtra,17.9103,73.1193
723,415718,Maharashtra,17.6435,73.6073
724,415719,Maharashtra,17.5493,73.2887
725,415720,Maharashtra,17.6933,73.1414
726,415722,Maharashtra,17.5924,73.4743
727,415724,Maharashtra,17.5096,73.2505
728,415726,Maharashtra,17.2891,73.3553
729,415727,Maharashtra,17.6144,73.3824
730,415728,Maharashtra,17.3499,73.2579
731,415729,Maharashtra,17.3849,73.2249
732,415730,Maharashtra,17.7892,73.5499
733,415801,Maharashtra,16.9791,73.743
734,415802,Maharashtra,16.9272,73.658
735,415803,Maharashtra,16.9747,73.5394
736,415804,Maharashtra,17.0744,73.6471
737,415805,Maharashtra,16.6194,73.3755
738,415806,Maharashtra,17.6421,73.7569
739,415807,Maharashtra,16.9968,73.5825
740,416001,Maharashtra,16.6082,74.1418
741,416002,Maharashtra,16.6997,74.232
742,416003,Maharashtra,16.7177,74.2462
743,416004,Maharashtra,16.676,74.2614
744,416005,Maharashtra,16.6952,74.277
745,416006,Maharashtra,16.7481,74.2506
746,416007,Maharashtra,16.6666,74.2244
747,416008,Maharashtra,16.6894,74.2438
748,416010,Maharashtra,16.6893,74.1677
749,416011,Maharashtra,16.6499,74.154
750,416012,Maharashtra,16.6785,74.2153
751,416013,Maharashtra,16.634,74.233
752,416101,Maharashtra,16.8024,74.5051
753,416102,Maharashtra,16.7422,74.5374
754,416103,Maharashtra,16.7399,74.6235
755,416104,Maharashtra,16.6805,74.6347
756,416105,Maharashtra,16.6998,74.6653
757,416106,Maharashtra,16.6624,74.5959
758,416107,Maharashtra,16.592,74.5823
759,416108,Maharashtra,16.6153,74.6267
760,416109,Maharashtra,16.7673,74.4075
761,416110,Maharashtra,16.8363,74.3867
762,416111,Maharashtra,16.8187,74.4358
763,416112,Maharashtra,16.846,74.2838
764,416113,Maharashtra,16.7989,74.1953
765,416114,Maharashtra,16.8631,74.1544
766,416115,Maharashtra,16.6845,74.4665
767,416116,Maharashtra,16.7128,74.4435
768,416117,Maharashtra,16.7013,74.4499
769,416118,Maharashtra,16.7253,74.3638
770,416119,Maharashtra,16.6952,74.3106
771,416120,Maharashtra,16.7808,74.6127
772,416121,Maharashtra,16.6965,74.5268
773,416122,Maharashtra,16.7624,74.302
774,416127,Maharashtra,16.8725,74.2283
775,416130,Maharashtra,16.6556,74.5258
776,416134,Maharashtra,16.7882,74.5798
777,416138,Maharashtra,16.6911,74.4167
778,416143,Maharashtra,16.6511,74.4919
779,416144,Maharashtra,16.7711,74.5747
780,416146,Maharashtra,16.7216,74.4914
781,416201,Maharashtra,16.7967,74.1126
782,416202,Maharashtra,16.6557,74.3538
783,416203,Maharashtra,16.625,74.4227
784,416204,Maharashtra,16.6564,74.0719
785,416205,Maharashtra,16.6857,73.9853
786,416206,Maharashtra,16.5947,73.9126
787,416207,Maharashtra,16.5581,74.1942
788,416208,Maharashtra,16.4601,74.1301
789,416209,Maharashtra,16.2904,74.1484
790,416210,Maharashtra,16.1908,73.9967
791,416211,Maharashtra,16.5042,74.046
792,416212,Maharashtra,16.4045,73.9346
793,416213,Maharashtra,16.8571,74.0323
794,416214,Maharashtra,17.0134,73.941
795,416215,Maharashtra,16.8629,73.9323
796,416216,Maharashtra,16.5698,74.3031
797,416217,Maharashtra,16.5909,74.3511
798,416218,Maharashtra,16.3263,74.2716
799,416219,Maharashtra,16.4066,74.2029
800,416220,Maharashtra,16.2286,74.2481
801,416221,Maharashtra,16.5058,74.1871
802,416222,Maharashtra,16.4426,74.3177
803,416223,Maharashtra,16.3167,74.0764
804,416224,Maharashtra,16.561,74.0972
805,416228,Maharashtra,16.4092,74.1035
806,416229,Maharashtra,16.7543,74.1973
807,416230,Maharashtra,16.7817,74.0266
808,416231,Maharashtra,16.3611,74.0446
809,416232,Maharashtra,16.5283,74.2446
810,416234,Maharashtra,16.6344,74.2794
811,416235,Maharashtra,16.4312,74.2753
812,416236,Maharashtra,16.5864,74.3802
813,416301,Maharashtra,16.9513,74.3988
814,416302,Maharashtra,16.8977,74.3571
815,416303,Maharashtra,16.9868,74.4784
816,416304,Maharashtra,16.9215,74.5896
817,416305,Maharashtra,16.9007,74.5088
818,416306,Maharashtra,16.9422,74.6437
819,416307,Maharashtra,16.981,74.6103
820,416308,Maharashtra,17.0634,74.418
821,416309,Maharashtra,17.1306,74.4178
822,416310,Maharashtra,17.0988,74.4805
823,416311,Maharashtra,17.1223,74.7852
824,416312,Maharashtra,17.0866,74.6154
825,416313,Maharashtra,17.0276,74.3715
826,416314,Maharashtra,17.1481,74.6168
827,416315,Maharashtra,16.8774,74.4256
828,416316,Maharashtra,17.0133,74.4392
829,416317,Maharashtra,17.1694,74.6927
830,416319,Maharashtra,17.0464,74.5095
831,416320,Maharashtra,17.0066,74.4656
832,416321,Maharashtra,17.1863,74.667
833,416401,Maharashtra,16.8002,74.842
834,416402,Maharashtra,17.0098,75.0934
835,416403,Maharashtra,17.1257,75.0217
836,416404,Maharashtra,17.0781,75.2388
837,416405,Maharashtra,17.0537,74.9082
838,416406,Maharashtra,16.8905,74.5894
839,416407,Maharashtra,16.8721,74.7193
840,416408,Maharashtra,17.029,74.7141
841,416409,Maharashtra,16.7538,74.7182
842,416410,Maharashtra,16.8756,74.7489
843,416411,Maharashtra,16.9748,74.9587
844,416412,Maharashtra,17.0559,75.4963
845,416413,Maharashtra,17.1611,75.5449
846,416414,Maharashtra,16.8536,74.6149
847,416415,Maharashtra,16.8537,74.6018
848,416416,Maharashtra,16.8985,74.5463
849,416417,Maharashtra,16.8834,74.4663
850,416418,Maharashtra,16.8975,74.9097
851,416419,Maharashtra,17.0171,74.794
852,416420,Maharashtra,16.9487,74.6945
853,416421,Maharashtra,16.799,74.7381
854,416422,Maharashtra,16.9445,74.7366
855,416423,Maharashtra,16.9449,74.5502
856,416425,Maharashtra,16.8802,74.6102
857,416426,Maharashtra,16.8968,74.7879
858,416428,Maharashtra,16.8604,74.8598
859,416429,Maharashtra,16.9514,75.1854
860,416436,Maharashtra,16.876,74.6301
861,416437,Maharashtra,16.8447,74.6785
862,416501,Maharashtra,16.2422,74.4279
863,416502,Maharashtra,16.2073,74.3624
864,416503,Maharashtra,16.1161,74.3332
865,416504,Maharashtra,16.0436,74.3177
866,416505,Maharashtra,16.0969,74.1559
867,416506,Maharashtra,16.1483,74.4428
868,416507,Maharashtra,15.8891,74.3411
869,416508,Maharashtra,16.0013,74.4001
870,416509,Maharashtra,15.9085,74.1865
871,416510,Maharashtra,15.9002,73.8866
872,416511,Maharashtra,15.8148,73.9141
873,416512,Maharashtra,15.6823,74.0355
874,416513,Maharashtra,15.7444,73.7361
875,416514,Maharashtra,15.7658,73.8015
876,416515,Maharashtra,15.8536,73.6883
877,416516,Maharashtra,15.8871,73.6641
878,416517,Maharashtra,15.7481,73.6799
879,416518,Maharashtra,15.7896,73.6884
880,416519,Maharashtra,16.0376,73.8626
881,416520,Maharashtra,16.0142,73.7111
882,416521,Maharashtra,16.1321,73.7876
883,416522,Maharashtra,15.9425,73.5753
884,416523,Maharashtra,15.9827,73.5377
885,416524,Maharashtra,15.9943,73.5963
886,416525,Maharashtra,15.9998,73.64
887,416526,Maharashtra,16.1794,74.2994
888,416527,Maharashtra,15.8109,74.1968
889,416528,Maharashtra,15.9823,73.686
890,416529,Maharashtra,15.8468,73.7247
891,416530,Maharashtra,15.7222,74.0487
892,416531,Maharashtra,15.9978,73.9458
893,416532,Maharashtra,15.9954,74.0374
894,416534,Maharashtra,16.1,73.6664
895,416536,Maharashtra,16.2371,74.3129
896,416538,Maharashtra,15.7974,73.7103
897,416541,Maharashtra,15.872,73.8411
898,416549,Maharashtra,15.7844,74.0894
899,416550,Maharashtra,15.9957,73.6626
900,416551,Maharashtra,16.2075,74.4284
901,416552,Maharashtra,15.9128,74.2636
902,416601,Maharashtra,16.3847,73.8025
903,416602,Maharashtra,16.2938,73.7042
904,416603,Maharashtra,16.1478,73.6485
905,416604,Maharashtra,16.0911,73.6046
906,416605,Maharashtra,16.0418,73.573
907,416606,Maharashtra,16.0802,73.5081
908,416608,Maharashtra,16.1682,73.5291
909,416609,Maharashtra,16.2531,73.8634
910,416610,Maharashtra,16.3674,73.5903
911,416611,Maharashtra,16.3599,73.5153
912,416612,Maharashtra,16.3685,73.4233
913,416613,Maharashtra,16.4448,73.4845
914,416614,Maharashtra,16.2025,73.4799
915,416615,Maharashtra,16.3014,73.4229
916,416616,Maharashtra,16.2433,73.5791
917,416620,Maharashtra,16.222,73.7795
918,416622,Maharashtra,16.1696,73.5998
919,416623,Maharashtra,16.4313,73.4494
920,416626,Maharashtra,16.1362,73.465
921,416628,Maharashtra,16.1688,73.7387
922,416630,Maharashtra,16.2733,73.4536
923,416632,Maharashtra,16.1751,73.8675
924,416701,Maharashtra,16.835,73.5999
925,416702,Maharashtra,16.6113,73.4939
926,416703,Maharashtra,16.5373,73.6288
927,416704,Maharashtra,16.6878,73.7361
928,416705,Maharashtra,16.7253,73.5705
929,416707,Maharashtra,16.7056,73.3481
930,416709,Maharashtra,16.5335,73.3829
931,416712,Maharashtra,16.866,73.4794
932,416713,Maharashtra,16.7404,73.4667
933,416801,Maharashtra,16.4493,73.664
934,416803,Maharashtra,16.492,73.4911
935,416804,Maharashtra,16.4833,73.4127
936,416805,Maharashtra,16.4396,73.3895
937,416806,Maharashtra,16.5181,73.338
938,416807,Maharashtra,16.4991,73.401
939,416810,Maharashtra,16.4735,73.7811
940,416811,Maharashtra,16.4757,73.5678
941,416812,Maharashtra,16.1002,73.7044
942,416813,Maharashtra,16.574,73.7612
943,421001,Maharashtra,19.2468,73.1663
944,421002,Maharashtra,19.2314,73.165
945,421004,Maharashtra,19.2132,73.158
946,421005,Maharashtra,19.1974,73.1602
947,421101,Maharashtra,19.3625,73.1893
948,421102,Maharashtra,19.2671,73.1864
949,421103,Maharashtra,19.2811,73.2605
950,421201,Maharashtra,19.1969,73.081
951,421202,Maharashtra,19.2221,73.0757
952,421203,Maharashtra,19.1867,73.1047
953,421204,Maharashtra,19.1591,73.0724
954,421301,Maharashtra,19.2521,73.1278
955,421302,Maharashtra,19.3738,73.0968
956,421303,Maharashtra,19.6849,73.1562
957,421305,Maharashtra,19.2805,73.1567
958,421306,Maharashtra,19.2115,73.1346
959,421308,Maharashtra,19.2992,73.0552
960,421311,Maharashtra,19.2533,73.0939
961,421312,Maharashtra,19.5613,73.0645
962,421401,Maharashtra,19.238,73.4598
963,421402,Maharashtra,19.3469,73.6646
964,421403,Maharashtra,19.3879,73.4869
965,421501,Maharashtra,19.1528,73.1536
966,421502,Maharashtra,19.2255,73.1838
967,421503,Maharashtra,19.1637,73.244
968,421505,Maharashtra,19.2076,73.2175
969,421506,Maharashtra,19.1723,73.2011
970,421601,Maharashtra,19.4894,73.415
971,421602,Maharashtra,19.6332,73.4504
972,421603,Maharashtra,19.4054,73.5402
973,421604,Maharashtra,19.3977,73.2606
974,421605,Maharashtra,19.3153,73.2128
975,422001,Maharashtra,19.9997,73.7913
976,422002,Maharashtra,19.9992,73.7778
977,422003,Maharashtra,20.1373,73.7307
978,422004,Maharashtra,20.1022,73.8076
979,422005,Maharashtra,20.0042,73.7607
980,422006,Maharashtra,19.9794,73.8161
981,422007,Maharashtra,19.9992,73.7276
982,422008,Maharashtra,19.9819,73.7563
983,422009,Maharashtra,19.9698,73.7718
984,422010,Maharashtra,19.9261,73.7028
985,422011,Maharashtra,19.991,73.8039
986,422012,Maharashtra,19.99,73.6992
987,422013,Maharashtra,20.0188,73.7351
988,422101,Maharashtra,19.9581,73.8313
989,422102,Maharashtra,19.9238,73.948
990,422103,Maharashtra,19.8182,74.0287
991,422104,Maharashtra,19.839,74.2906
992,422105,Maharashtra,19.967,73.8866
993,422112,Maharashtra,19.8357,74.0623
994,422113,Maharashtra,19.8807,73.973
995,422201,Maharashtra,20.0248,73.9448
996,422202,Maharashtra,20.3026,73.7337
997,422203,Maharashtra,20.0704,73.5866
998,422204,Maharashtra,20.1169,73.3624
999,422205,Maharashtra,20.2344,73.9406
1000,422206,Maharashtra,20.1256,73.9068
1001,422207,Maharashtra,20.0858,73.9436
1002,422208,Maharashtra,20.2566,73.5172
1003,422209,Maharashtra,20.1718,74.013
1004,422210,Maharashtra,19.9677,74.118
1005,422211,Maharashtra,20.5178,73.5852
1006,422212,Maharashtra,19.9301,73.507
1007,422213,Maharashtra,19.9721,73.6612
1008,422214,Maharashtra,19.7931,73.5192
1009,422215,Maharashtra,20.3527,73.8583
1010,422221,Maharashtra,20.1154,73.9201
1011,422222,Maharashtra,20.0357,73.7012
1012,422301,Maharashtra,20.0802,74.056
1013,422302,Maharashtra,20.0816,74.0009
1014,422303,Maharashtra,20.0629,74.1432
1015,422304,Maharashtra,20.1615,74.1511
1016,422305,Maharashtra,20.0413,74.2519
1017,422306,Maharashtra,20.1495,74.256
1018,422308,Maharashtra,20.1543,74.0955
1019,422401,Maharashtra,19.8593,73.7868
1020,422402,Maharashtra,19.7412,73.5883
1021,422403,Maharashtra,19.7392,73.7107
1022,422501,Maharashtra,19.9528,73.798
1023,422502,Maharashtra,19.8379,73.8619
1024,422601,Maharashtra,19.6378,73.8854
1025,422602,Maharashtra,19.278,74.12
1026,422603,Maharashtra,19.5076,74.124
1027,422604,Maharashtra,19.5207,73.7903
1028,422605,Maharashtra,19.5596,74.2311
1029,422606,Maharashtra,19.7415,74.1127
1030,422608,Maharashtra,19.5514,74.2041
1031,422610,Maharashtra,19.4755,73.9974
1032,422611,Maharashtra,19.7005,74.2453
1033,422614,Maharashtra,19.5886,74.2778
1034,422620,Maharashtra,19.3563,74.1779
1035,422622,Maharashtra,19.3829,74.2941
1036,423101,Maharashtra,20.2904,74.2092
1037,423102,Maharashtra,20.4338,74.1889
1038,423104,Maharashtra,20.2669,74.4264
1039,423105,Maharashtra,20.5573,74.6361
1040,423106,Maharashtra,20.3056,74.7135
1041,423107,Maharashtra,19.7031,74.4777
1042,423108,Maharashtra,20.6251,74.3537
1043,423109,Maharashtra,19.7821,74.4708
1044,423110,Maharashtra,20.4055,74.354
1045,423111,Maharashtra,20.2212,74.0737
1046,423117,Maharashtra,20.2905,74.0502
1047,423201,Maharashtra,20.5553,74.4011
1048,423202,Maharashtra,20.5905,74.4256
1049,423203,Maharashtra,20.634,74.5898
1050,423204,Maharashtra,20.7437,74.3067
1051,423205,Maharashtra,20.7343,74.6021
1052,423206,Maharashtra,20.7077,74.4327
1053,423208,Maharashtra,20.4405,74.4408
1054,423212,Maharashtra,20.4491,74.5874
1055,423213,Maharashtra,20.5424,74.3191
1056,423301,Maharashtra,20.5949,74.1636
1057,423302,Maharashtra,20.7529,74.0571
1058,423303,Maharashtra,20.798,74.232
1059,423401,Maharashtra,20.0628,74.4047
1060,423402,Maharashtra,20.0252,74.6365
1061,423403,Maharashtra,20.131,74.5912
1062,423501,Maharashtra,20.4717,74.002
1063,423502,Maharashtra,20.5706,73.8754
1064,423601,Maharashtra,19.8716,74.4725
1065,423602,Maharashtra,19.9146,74.3653
1066,423603,Maharashtra,19.9135,74.593
1067,423604,Maharashtra,19.9438,74.2873
1068,423605,Maharashtra,19.742,74.3588
1069,423607,Maharashtra,19.9604,74.3308
1070,423701,Maharashtra,19.8121,74.7656
1071,423702,Maharashtra,19.8753,75.0376
1072,423703,Maharashtra,19.9451,74.8783
1073,424001,Maharashtra,20.8879,74.7554
1074,424002,Maharashtra,20.9274,74.6395
1075,424004,Maharashtra,20.8912,74.7912
1076,424005,Maharashtra,20.9516,74.7862
1077,424006,Maharashtra,20.7691,74.7125
1078,424101,Maharashtra,20.4203,75.0172
1079,424102,Maharashtra,20.4916,75.1066
1080,424103,Maharashtra,20.3284,74.901
1081,424104,Maharashtra,20.5445,75.1974
1082,424105,Maharashtra,20.6711,75.1771
1083,424106,Maharashtra,20.6173,74.9181
1084,424107,Maharashtra,20.6056,75.0072
1085,424108,Maharashtra,20.4129,74.8838
1086,424109,Maharashtra,20.3204,74.7957
1087,424116,Maharashtra,20.4955,74.9028
1088,424119,Maharashtra,20.5242,74.8209
1089,424201,Maharashtra,20.6304,75.3576
1090,424202,Maharashtra,20.6725,75.4675
1091,424203,Maharashtra,20.5936,75.4825
1092,424204,Maharashtra,20.6816,75.5832
1093,424205,Maharashtra,20.681,75.7143
1094,424206,Maharashtra,20.781,75.8229
1095,424207,Maharashtra,20.6316,75.8191
1096,424208,Maharashtra,20.6548,75.943
1097,424209,Maharashtra,20.5975,75.9087
1098,424301,Maharashtra,20.8613,74.8883
1099,424302,Maharashtra,20.883,74.5542
1100,424303,Maharashtra,20.9608,74.5148
1101,424304,Maharashtra,21.0709,74.2942
1102,424305,Maharashtra,21.1473,74.2827
1103,424306,Maharashtra,20.9484,74.0461
1104,424307,Maharashtra,21.0308,74.717
1105,424308,Maharashtra,20.7081,74.8516
1106,424309,Maharashtra,21.0964,74.8285
1107,424310,Maharashtra,20.892,74.3331
1108,424311,Maharashtra,20.7875,74.8674
1109,424318,Maharashtra,20.9623,74.8884
1110,425001,Maharashtra,21.0613,75.58
1111,425002,Maharashtra,21.0544,75.4873
1112,425003,Maharashtra,20.9293,75.6329
1113,425004,Maharashtra,21.0035,75.4901
1114,425101,Maharashtra,21.0424,75.6162
1115,425102,Maharashtra,21.0717,75.6712
1116,425103,Maharashtra,21.054,75.4353
1117,425104,Maharashtra,21.0391,75.3449
1118,425105,Maharashtra,21.0108,75.2586
1119,425106,Maharashtra,21.1277,75.2548
1120,425107,Maharashtra,21.3012,75.3399
1121,425108,Maharashtra,21.2473,75.1533
1122,425109,Maharashtra,20.9019,75.3811
1123,425110,Maharashtra,20.8097,75.3041
1124,425111,Maharashtra,20.8603,75.1472
1125,425112,Maharashtra,20.7651,75.0435
1126,425113,Maharashtra,20.922,75.0261
1127,425114,Maharashtra,20.8316,75.6492
1128,425115,Maharashtra,20.7738,75.4623
1129,425116,Maharashtra,20.8495,75.5161
1130,425120,Maharashtra,21.1003,75.5041
1131,425121,Maharashtra,21.0997,75.2877
1132,425124,Maharashtra,21.2363,75.175
1133,425127,Maharashtra,21.0,76.2908
1134,425135,Maharashtra,20.9886,75.5751
1135,425201,Maharashtra,21.0071,75.756
1136,425203,Maharashtra,21.0559,75.8103
1137,425301,Maharashtra,21.23,75.6991
1138,425302,Maharashtra,21.1857,75.5989
1139,425303,Maharashtra,21.2286,75.4641
1140,425304,Maharashtra,21.1226,75.7478
1141,425305,Maharashtra,20.9974,75.9066
1142,425306,Maharashtra,21.0482,76.1548
1143,425307,Maharashtra,21.042,75.8713
1144,425308,Maharashtra,21.0406,75.9581
1145,425309,Maharashtra,20.9908,75.6665
1146,425310,Maharashtra,20.8881,75.9792
1147,425311,Maharashtra,20.9605,75.7935
1148,425318,Maharashtra,21.31,75.6022
1149,425324,Maharashtra,21.1985,76.15
